ad_id,title,company,town,opening_date,closing_date,ad_url,vacancy_details_url,poster_image_file,emails,phones,ocr_text,is_internship,tech_skills,soft_skills,skills_all
topjobs_1468281,Trainee Technician | Technician - Electrical | Solar PV | Engineering Assistant - Electrical | Civil,Platinum Holdings Lanka (Pvt) Ltd,Colombo 10,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468281&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468281&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468281.png,phi@platinumholdingslanka.com,,"— eS== We're looking for top talent =={$——_ === —
ww) WEST eT Se SE
TECHNICIAN - ELECTRICAL/SOLAR PV SUPERVISOR - ELECTRICAL/CIVIL

TRAINEE TECHNICIAN -ELECTRICAL/SOLAR PV |_| ENGINEERING ASSISTANT - ELECTRICAL/CIVIL

, , a a —
Platinum Holdings Lanka (Pvt) Ltd is a distinguished firm operating in the
construction and renewable energy sectors since its inception in 2017. As a C3
Graded company recognized by the Construction Industry Development
Authority of Sri Lanka; we specialize in Water Supply Projects, Building Projects,

A : howe *, fare 5 .
MEP Projects, and Solar Energy Projects; epitomizing excellence and expertise in
our field. We Ww
Requirements: Requirements:

* NVQ Level 2 or above / Certificate, Diploma, or . Nwar Certificate / Oiplomal Degree in Electrica/Civil
equivalent in any technical field (Electrical, a . * 5. . . +
Mechanical, Aluminium Fabrication, etc). + Engineering Assistant: 2-3 years’ experience in

eh gens . | lectrical/civil/solar PV works or higher technical

« Technician: Minimum 2 years’ experience in e alification.
electrical/solar PV or related trade. qualification. _ . +

ra : 4 ean * Supervisor: 1-2 years’ site-leve! experience in

* Trainee: No prior experience required; willingness to aoe _
learn, supervising installation teams. ;

* Physically fit, willing to work outdoors, disciplined, . rg etas ere eettcal standards, drawings, and
and a good team player. + Good teamwork, communication, and problem-

solving skills.
Duties & Responsibilities: Duties & Responsibilities:

* Install and maintain solar PV systems (panels, * Oversee/assist in installation, testing, and
inverters, wiring, mounting). commissioning of electrical & solar PV systems.

+ Support testing, commissioning, and * Provide technical support for drawings, BOQs, and
troubleshooting. documentation (Engineering Assistant).

+ Assist with electrical measurements and site work, « Supervise technicians and trainees during site

* Follow safety standards and maintain proper execution (Supervisor).
documentation. + Ensure compliance with safety standards and

+ Collaborate with engineers and senior staff, attend project requirements,

training as required. « Report daily site progress and coordinate with

engineers/management.

If you have the skills and experience required, we want to hear from you!

Send your Resume to: Y

phi@platinumholdingslanka.com alls

‘APPLY, NOW wie 1
Please mention the Job Title & Your Name as the Email subject. f
",True,,"communication, problem solving, teamwork","communication, problem solving, teamwork"
topjobs_1474037,Trainee - Business Strategy,Vallibel One PLC,Colombo 1,2026-02-27,2026-03-13,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001474037&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001474037&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1474037.png,,,,True,,,
topjobs_1470832,Intern - Field Project Coordinator (Female),Lanka Impact Investing Network,Jaffna,2026-02-19,2026-03-05,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470832&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470832&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470832.png,dishalahini@liin.lk,,"ee ee 3 wat:
hw <“ % <
% __atiaecmmettn. > EL ttn a, MP a ‘aA
“2

Explore, your, potential,with,a wef?

ae 0 Ue ety ese, an

career building Internship! y

SL eT ev]
About Us : '
Lanka Impact tnvesting Network (LIN) is dedicated to Join our Tea °
building a thriving social enterprise sector in Sri Lanka
by providing impactful investment support to social ¢ INTERN -FIELD PROJECT
SMEs addressing critical social and environmental COORDINATOR (Female)
issues. Our flagship project, the ‘Growth, Resilience, AV AAN
Investment and Training (GRIT) program, empowers ° JAFFNA DISTRICT
women entrepreneurs in, the_northern ‘province with 12)
capacity-building training programmes, \ mentoring, © FULL TIME
and access to impact investment. Join us as we create
a more inclusive and sustainable future for social SMEs
in Sri Lanka. ad NN we
Key Responsibilities: Requirements:

+ Assist in planning and implementing women + Recently graduated with a degree (e.g, Social
entrepreneurship training programs in the Science, Business Management, Development
Northern Province. Studies, Entrepreneurship or related field)

¢ Support the recruitment process by * Fluency in Tamil and English (oral, written,
conducting applicant calls in Tamil and understanding), and fluency in Sinhala is also
ensuring accurate data entry. an added advantage,

* Support in organizing workshops, training * Ability to travel frequently within the Northern
sessions, and community outreach Province,
programs. * Proficiency in MS Office and Google Workspace.

* Collaborate with local stakeholders, * Apassion for women’s empowerment,
including women's groups, business leaders, entrepreneurship, and community
and community organizations. development.

* Provide administrative support to the * Familiarity with the Northern Province
project team, ensuring smooth operations. community is preferred.

What We Offer:

* Competitive salary and benefits. ( APPLY NOW,

* Opportunities for professional growth.

* Acollaborative and safe work environment.
How to Apply:

he
Please send your CV to dishalahini@liin.lk by March Olst, 2026. Include ‘intern
Field Project Coordinator= Jaffna District’ in the subject lines
",True,,,
topjobs_1470218,HR Intern,Company Name Withheld,Colombo,2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470218&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470218&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470218.jpg,,,"ful
. | ae i
~ “ +
+ NS , - :
fy —/
eee , ;
= Preferred around Negombo area
Weare.a leading and well established food processing and distributing
organization. With recent expansions we seek to recruit suitable
a Fdynamic personal,
Requirements
(Z Assist in posting jab advertisements on relevant platforms
(4 Screen CVs and shartlist suitable candidates
(v4 Schedule interviews and coordinate with candidates
(va Maintain and update candidate databases
Gg Support in conducting initial phone screenings
(v4 Assist in preparing recruitment reports
(a Heip with onboarding documentation and joining formalities
Responsibilities
Male candidate preferred
‘Currently pursuing or recently completed a Diploma/Degree in HR or related field
¥. Basic. knowledge of recruitment processes)
v_Good communication and interpersonal skills
~, Basic computer knowledge (MS Ward, Excel, Email)
~~ Ability to maintain confidentiality
¥.G00d organizational and time management skills
If you are interested, please email your CV to hr.caltongroup@gmail,com with
the contact details of two non-related referees within 14 days of this advertisement; |
indicating “Office Assistant’, in the subject line.
",True,excel,"communication, time management","communication, excel, time management"
topjobs_1468782,Intern - Marketing (1),Hemas Holdings PLC,,2026-02-14,2026-02-28,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000038&jc=0001468782&ec=0000000038&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000038&jc=0001468782&ec=0000000038&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468782.jpg,,,"SCeftaseraiit \

PPORTUNITIES FOR _@N | SOY
INTERNSHIP AY )K@eQVvea“E
Here is an exciting chance to \ | GO) “ OSS CONG
gain experience in an exciting ' ie EX SKIN EOS
collaborative environment : . SESS RS
with the market leader in ae ee a SSOSES 4
stationary in Sri Lanka. v eet ag YY SS SON

=% eae ‘4 o :
MARKETING INTERN \ rn a i

@ Solid MS Skills-Outlook, Excel, Power Point and Word
® Strong Email Communication skills
® Self Learner and Comfortable working with cross functional teams
® Good Interpersonal Skills

ED ai vate /

a
",True,"excel, go",communication,"communication, excel, go"
topjobs_1470536,HR Intern (Male),Rancrisp Marketing (Pvt) Ltd,Ja-Ela,2026-02-19,2026-03-05,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470536&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470536&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470536.png,"careers@rancrisp.Ik, hr@rancrisp.Ik",070-6984211,": iT _) I Rancrisp is a trusted and well-known brand which has been
4 R ancrisp i successfully running for 45 years, having 3 processing factories
\ ‘antiten 4 with BRC, ISO quality certifications.
_ Se Ege” “ae Weare looking for: HR Intern - Male
” Responsibilities:
. © Recruitment (onboarding and off boarding).
oP se Skee Supporting employee engagement initiatives
ee ee Coordinating training programs and workshops
Se ie Maintaining employee records and HRIS system.
be. aD oS
je oe ~ Qualifications:
Vos ths \ +, ‘currently’ pursuing or recently following a degree in Human
AE L Resources, Business Administration, or a related field.
alae pos Strong communication and interpersonal skills.
7 Sg Ss feb Basic understanding of HR practices.
& Sy RE «Proficiency in Microsoft Office (Word, Excel, PowerPoint).
Pe ¢ Attention to detail and organizational skills.
Pog SS © Ability to handle confidential information responsibly.
rect Le Do you like a challenge — Excited to be part of the
oe ¥ Carats solution. Then join our team.
aba Eat NR Ae Please email your CV indicating the post applied for in the
tere) subject line with two non-related referees within 7 days of
: ; the advertisement to:
7 : 4 careers@rancrisp.Ik
eee OS Sy 4 hr@rancrisp.Ik
RSE HRS Contact Us 070-6984211
BNE Se A Se www.rancrisp.|k
",True,excel,communication,"communication, excel"
topjobs_1472337,Intern - Human Resource  (1),Browns Hotels & Resorts,Ella,2026-02-23,2026-03-09,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000073&jc=0001472337&ec=0000000426&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000073&jc=0001472337&ec=0000000426&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472337.jpg,,,"Browns
HOTELS & RESORTS
a TO Se Ree TAL a oe ae eg ES a
eA Ms ee) jaca At ’ pa
TW Seog pee a] IM sd * ne
SUE Lind (Bo deca tate ceed Rh ae k-. | BQN = aA Ze
aa / as Pes : Aten ae eer, ey PQ Fi ee vty tes ats ee anaes:
7 IN a8) ssa nye ed | Ree) ar We) ee MenrOmS =
fi.) SR eset | Paes a eee a Ca
BO BES ay 2 Ne ae igen Zor ALS espns
aes eee —_ ane y me ee | pies at Hn eat Fae kes oat ee naa
See here cs Meee TRIGA areai( ieee en Le mere oe, ed REUTER PY he Oe
nee eee a age TEARS =< el Seep oe Nea ED iow A
Bee agit ~ Fal ie We a J al : 2 cor at Steere) eee oe hee
fe RE Re AE tt te Dh Cae age el PM
fee ASN aap Sah fren ot Rn Te ocys) aloe amet | pee
hey Ache RUD ee az Ze Oe I eae ey | mec
Spee pee wenn | me WES? fo SeD Es eS. Seo Ss AK: itn — see —
aa = i rea POW ea Poors cacti msants | | Dee ve Ps oe fs ee eh | th Scatter”
Browns Hotels & Resorts’ is the leisure arm of the iconic Browns Group, a Sri Lankan conglomerate with a
legacy of over 150 years. With properties along Sri Lanka's scenic: South Coast, the historic Cultural Triangle,
and the unspoiled East Coast, as well as in the Maldives and Mauritius, Browns Hotels & Resorts’ offers
immersive travel experiences. Each property reflects the spirit: of its surroundings, brought to life through
signature hospitality and genuine warmth.
Intern - Human Resources - Newburgh Ella
+ Final-year student pursuing a Degree in Human Resource Management at-a reputed institute or university.
+ Good communication skills in Sinhala and English, with the ability to interact confidently with staff and candidates:
+ Basic knowledge of MS Word, Excel, HR documentation, and coordination tasks.
- A positive attitude, willingness to learn, and the ability to maintain confidentiality in HR matters.
* Selected candidate must be willing to based in Newburgh, Ella.
bend boa dental dental ©
THe? BENTOTA hub Hotel tel e+ imi Occident: Occident y
Chim potvas  THAala Difhin “Siyiriye AYUGIN Benois Aaaeebannuts @Revea | sHearon
SubmithYourResume
‘careers@brownshotels:com
",True,excel,communication,"communication, excel"
topjobs_1468468,Intern - Research and development  (1),MAS Intimates,,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001468468&ec=0000000374&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001468468&ec=0000000374&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468468.png,,,"hr ne melt
MESAE YOUR CAREERIWITHIMASE -
Callin out all bright minds looking to gain valuable experience in.the «
ever evolving Apparel Industry! We are on the lookout fotinnovative a.
thinkers to join Bodywear,- Ratmalana as an. : ’
Intern Research and Development | an
hk ave - "" tipo ;
_ RDO, ere, ooking:For: <
Weare looking for proactive Undergraduates and Graduates in/Textile) .
Engineering along with strong communication‘and organizing skills to join our,
team of, changemakers: cs
VY ournnRole.with.Us;
As a Research-and Development Intern; you will support the development of, :
virtual and physical prototypes both internally and with external partners to
6 \ ayer. pan arrgEliiey “angina Aenean Re (
create open innovation briefs that can be converted into realistic‘investment
opportunities while developing innovative approaches to solve technological
challenges to generate solutions .
(Apply, now!)
‘Apply within,7 calendar days of this advert being published,
=——_, 7)
'O= fN £N QLD
eee = - oO —
9= nin wEe nh en
va, Ge =} —""
2, —
wa"" "" J NY) wd f ,
(92 —/ IA
Sea
NN , i Ta /\
"" —— a i Bho >)
We are an equal opportunity employer and welcome all qualifying candidates to join our team of MAS professionals.
",True,,communication,communication
topjobs_1472462,Management Trainee,Livini Distributors,Anuradhapura,2026-02-24,2026-03-10,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001472462&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001472462&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472462.png,livinihrc@gmail.com,076-8217529,"We are an Established company Engaged in Manufacturing and Distributing of Furniture and sofa
Products. Our factory located Abhayapura on New Airport Road, Anuradhapura is looking for young
oriented people to be part of our team. Priority will be given for those who are in Anuradhapura.
Management Trainee
Location - Anuradhapura
Production planning and operations
1. Prepare production plan to meet the sale requirements and ensure timely delivery.
2. Assist in daily production scheduling and execution to meet targets. Monitor workstation to
ensure smooth Manufacturing Flow
Quality control \\
mH CS ‘
1. Adhere to company quality standards at all stages. Identify and reduce reworks and
rejection rates. \ \ ' ®) Qo We
am TN
Inventory and material management
a re)
1. Coordinate with procurement and stores to ensure timely availabiity of raw materials.
VWwAY
‘Team management and safety
11. Assist in supervising shop flow workers and ensure compliance with safety protocols and 5S.
standards.
Data and reporting
1. Prepare daily/ weekly reports on production, material utilization and worker productivity.
Continues Improvements
Work on special projects to improve production efficiency.
Typical Qualifications Required for a Management Trainee
Educational Qualifications
‘© Diploma or Degree in Business Management, Manufacturing, or a related field
‘Skills
‘© Strong communication skills, Leadership ability, Problem-solving skills, Tearnwork skills, Time
management skills.
‘Technical Knowdedge
* Basic knowledge of MS Office (Word, Excel, PowerPoint), Email and basic computer skills
We offer an attractive allowance with career growth opportunities.
Forward detailed CV with two non-related referees to livinihrc@gmail.com or contact via
Whats App 076-8217529 Lt iv f ff
",True,excel,"communication, leadership, problem solving, time management","communication, excel, leadership, problem solving, time management"
topjobs_1471537,Marketing Trainee (Female),Hybrid Cargotecture Development (Pvt) Ltd,Colombo 1,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471537&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471537&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471537.png,,,"ji — —~ J] Marketing Trainee (Female) EABRS
- . Se Close to Colombo 01 —
I: & Pyt i cane en i on meg
Vy; Pia Soe Ss rk ees
afeF & eS - 2G steep st
4 ¥ f \ = . $B cawoare monte mortcong trace FEMALE)
- *%, . te. yaY x
LS) WA cM ty Sten mee ee
Sieh LAY UN MIY \ Soeerere torn
~ #y { OY S SN 5. preferably residing in close tm Colombo. (Office Looted at
Reeves
Ve wd gf é yy ™
‘ 7. mn or 2 spain lesan tae emanate
a a . fi
AM OS 7 eee
SB Wy 2 GP Bismtvertisement (NO WALK IN INTERVIEWS}
| en oo.
",True,,,
topjobs_1470776,Management Trainee - Head Office (1),Citizens Development Business Finance PLC,Colombo 10,2026-02-19,2026-03-05,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000411&jc=0001470776&ec=0000000540&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000411&jc=0001470776&ec=0000000540&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470776.jpg,,0117 388 388,"'
JO Uu mey of GDB believes in elevating the lives of all Sri Lankans. Our
1 . focus is to employ and engage individuals who aspire to grow
as | rat | Oo Nn S their careers within a renowned financial entity, working with
a dynamic team of industry professionals who are dedicated
b 1 h | to raising the bar and setting benchmarks in Sri Lanka's
€9Q INS NEVEE  sinanciatncisty
eg .
Management Trainee Head Office
We seek a results-oriented dynamic individual with a high degree of motivation, excellent communication and ablity to work
independently. The ideal candidate must be 4 qualified & talented individual with a can-do attitude, having a sound
understanding of the subject matter to make comprehensive decisions, the ability to work as part of a team and possess
the determination to succeed in a challenging environment.
‘« Fresh graduates preferably in business management, finance and alled Reds ‘On the job training and career guidanos
‘© Full or part Qualification in CIMA/ Banking’ ACCA or any other professional «Career growth in a fast growing company
qualiiceton i an added advantage /
* Have a deste to loam and dellver resus n fast-paced environment
+ Possess song commuriction, leadership and excellent PR skis
+ Be emart and energet wth a pleasing personally
+ Be a good team player
+ Be below 28 years of age
Rewards and remuneration commensurate with qualifications, competencies and ablity with a
well-defined career path await those with ambition, motivation and a wilingness to perform.
Piease e-mall your CV together with contact detalis of two fon-related retenses indicating the position
applied for in the “Subject” tine to
6 careers@cabik ( D Bd
wy "" * fe
(citizens development Business Finance PLC BCiiorine 0117 388 388 , Your Friend
",True,,"communication, leadership","communication, leadership"
topjobs_1471921,Intern - Facilities (Wattala) (1),Hemas Holdings PLC,,2026-02-23,2026-03-02,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000038&jc=0001471921&ec=0000000038&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000038&jc=0001471921&ec=0000000038&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471921.png,careers@hemashospitals.com,0117 888 888,"_— 4
y
Pw HEAS
F By your side
:
t
SIGNN UNLOCK ENDLESS
f TRATEGK,
44 Co NAERRAN CAREER POSSIBILITIES
Lai’ eS
GROWTH Wikjfe]\}) AT THE MOST LOVED
PURPOSE COMMITMENT,
Giiugay \ faceaitaasy/ HOSPITAL
VISION GROWTH When you give love, you get love. This is the ethos that
D) EM BRAND jhas propelled Hemas Hospitals to be ranked Sri Lanka's
BRAN! pinnae ° Most Loved Hospital according to LMD Brand Finance Re-
x -
PURPOSE search. It is this same care and commitment that we ex-
DRIVE’, ‘ \ tend towards our employees by enabling empowerment
vapor) and employee wellness, right here at Sri Lanka’s most
ie) internationally-accredited hospital.
vee we v,
WE ARE LOOKING FOR A
--w--- ow ~~ = 7 -
JOB PROFILE CANDIDATE PROFILE
e Support Transport Unit by assisting with scheduling, e = Dynamic individual who is with currently pursuing or
coordinating vehide movements and monitoring recently completed Diploma or Degree in Business
transport requests Administration, Hospitality Management, Facility
e Assist Housekeeping Unit with daily task assignments, Management, or a related field
quality checks, and reporting on hygiene standards © Individual who is willing to learn, take the initiatives
¢ Assist F&B Unit in coordinating food services logistics, and responsible for assigned tasks
report creations and assist Executive Chef with weekly = ¢ ~~ Should have good communication and interpersonal
updates on timely meal deliveries skills
e = Assist in inventory checks, basic stock management and e Should be well proficient in MS Office (Word, Excel,
support audits when required PowerPoint}
e Participate in facility related projects, process
improvements and special initiatives and follow hospital
safety, infection control and confidentiality guidelines
If you are interested, Please send in your detailed CV along with names and contact details of two non
related referees within7 days of this advertisement to:
General Manager - Human Resources
HEMAS HOSPITALS (PVT) LTD.
389,Negombo Road, Handala, Wattala. / 647, Pannipitiya Road, Thalawathugoda.
Email: careers@hemashospitals.com
Tel: 0117 888 888
Online applications preferred on www.hemashospitals.com, www.hemas.com
",True,excel,communication,"communication, excel"
topjobs_1472474,Intern - Human Resources (1),Union Assurance PLC,,2026-02-24,2026-03-03,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000178&jc=0001472474&ec=0000000213&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000178&jc=0001472474&ec=0000000213&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472474.jpg,,,"O JOIN OUR DYNAMIC HUMAN RESOURCES TEAM
: (25 { HUMAN RESOURCES y,
TEM (y108 DESCRIPTION, | LS
we ; . fay yap ee |
yee . ""ai X Help manage social media content related
. - . oo Py AG) to employer branding
a Loe ty, > Assist in planning and coordinating
Sj , ad, i \ employee engagement activities, events.
: —_—
. Ie SJ oe -! A » Coordinating with Universities to sign
WN eA XS MOUs
oe t ae BAS a » » Collaborate with cross-functional teams to
ao ‘\ AF > ia eo ca i) ensure timely execution of HR initiatives :
aN - ee ue
q wy . DISS TF REQUIREMENTS
eae ia \ rf > Currently pursuing a degree in HR/Business *
wer t Administration or Business Management |.
{f _ > Strong Communication and interpersonal skills
Qclicikhere to apply) > Creativity in content writing, design, and ° ;
: social media .
“By applying, you consent to the processing of your personal information for recruitment purposes and acknowledge that reference checks may be conducted:
TON union M The John Keells Group is an equal opportunity
= employer and we invite applications from all
",True,,communication,communication
topjobs_1468215,Fianance Intern (1),Micronet Global Services (Pvt) Ltd,,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000419&jc=0001468215&ec=0000000552&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000419&jc=0001468215&ec=0000000552&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468215.png,,,"e e
weAre HIMING! ¢
x, Finance Intern_oi{\\\
iy s\We are hiring a Finance Intern fora leading att i\
{\lNfeetwetenoun compan. A |
| ht hy \
Qualification MS) \ \\ ! Oy a \
Two Zi eW\
-® Only male candidates are encouraged to, 2, J
\43 aun We hy | NSA Vi |
*, Only candidates who have completed eA * ) GE
Jace! Advanced Level (A/L) in the “(U7 FY ANN
e Basic knowledge of accounting AV ae be | y)
2 {Proficiency in MS Excel and other ~= ep B an
Nasi te haat eaneat aon an
7 salen ae dectientaton Su fi
",True,excel,,excel
topjobs_1473818,Intern ? Production Monitoring (1),Browns Group Of Companies,,2026-02-26,2026-03-31,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000221&jc=0001473818&ec=0000000264&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000221&jc=0001473818&ec=0000000264&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473818.jpg,careers@brownsgroup.com,,"- 7 er | 7 pe - we ss ae 1 7
a a | 77, a os aes a. ari ~
ear 4 us Sach : ag &
- eo = * 4 A= THE DYNAMIC TEAM OF
OR ee PEO EN | Browns
A i: aia i ; B i f the largest diversified
. 8 ee a jo fast growing and valuable portfolio of brands e
y * wr er Re. > Py: ‘e e ry di « y"" _' across several key industry sectors, such as
emeenrargy * ca, ah es an i ‘ ial _ os automotive; plantations; leisure; power |
aad ~ A) +f ~ pel v | Nn, generation; ‘agriculture; pharmaceuticals;
” f eee | ae * “| aa an onl ; if investments; marine and manufacturing. _
Pas 0 fo’, Bea i % : i - | 4 : | {: Being in existence. for over 150 years, the
: * oe . . \s * + { | i t Company is built upon a strong foundation of = 4
u BEEP nea, B * toot late — i 4 strength, driven by a vision, and a will to
| , yh OF en INVA Ee a yy 4 ~=e succeed. We are looking for a self-motivated, | =
{ ‘ at ean \ | cco mee 9 f= —result-driven individual with a proven track
y \ 2 Se 4 open ""ih y a iu “4 record to join our Browns Group. ;
} r “ess te mo ‘
my ieee
intern{=|Production|Monitoring
Job Purpose .
‘The selected candidate, will assist.the production.team by, collecting
daily.machine output datay preparing performance reportsemaintaining
documentation,,and supporting initiatives to improve overall machine
efficiency.and productivity.
Key, Responsibilities
fem Collect and verify daily machine output data from operators
and maintain accurate records
(el Analyze production performance and prepare. daily output
reports foreach machine
(et Monitor machine efficiency and identify operational issues to
help reduce.downtime
‘es Support production planning and. continuous improvement
initiatives through proper documentation and reporting
Qualifications & Skills
(eM Basic understanding of manufacturing, or. production operations
eM Ability to work with data and prepare accurate reports}
el Good knowledge of MS Excel and documentation practices
fem Strong attention to detail and analytical skills
(elt G.C.E*Advanced. Level completed or Diploma-level qualification
feat Good communication skills and_ability,to work in
If you believe your profile matches the role, kindly please forward your
CV to us within 7 days of this advertisement.
E-mail: careers@brownsgroup.com
Human Resources Department a a me
Brown & Company PLC = b Ea) )
34, Sir Mohamed Macan Markar Mawatha, wns Pachne Thantkenoe,
Colombo - 03 | Tel: O112 663 O00 Bro ey
AHeritage of Trust
",True,"c, excel",communication,"c, communication, excel"
topjobs_1471444,Intern - Technical  (1),MAS Intimates,Ratmalana,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001471444&ec=0000000374&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001471444&ec=0000000374&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471444.png,,,"» 4 a . ie
hr ne melt
MESAE YOUR CAREERIWITHIMASE -
Callin out all bright minds looking to gain valuable experience in.the «
ever evolving Apparel Industry! We are on the lookout fotinnovative a.
thinkers to join Bodywear,- Ratmalana as an. : ’
, men Intern Technical : ~
Who,We're.Looking,For: .
We are looking for proactive Undergraduates and Graduates in:Textile Engineering
along with strong communication and organizing skills to join our 7
team of changemakers, .
YY ounRolewith,Us3 : .
As a Technical Intern, you_ will manage manual and system based pattern making, .
perform pattern grading, attend customer fit sessions and conduct ;
(ppiy, now!) .
Apply within. 7 calendar days of this advert being published.3m
——
~~. =—_ =
— Qy _ «=F
mom 029.”
~. — nf
N ~ St
Ny Cr =,
( Pel LAN Saint ll
We are an equal opportunity employer and welcome all qualifying candidates to join our team of MAS professionals.
",True,,communication,communication
